Date,Closing Price,Change,Trading Volume (shr),Trading Value (KHR),Opening,High,Low,Market Cap. (Mil.KHR),Full Market Cap. (Mil.KHR)
27/03/2023,"4,560",,"151,051","619,332,420","4,540","4,560","4,520","117,238","117,238"
24/03/2023,"4,540",,136,"617,240","4,560","4,560","4,500","116,723","116,723"
23/03/2023,"4,560",,94,"426,860","4,400","4,560","4,400","117,238","117,238"
22/03/2023,"4,580",,"49,384","202,601,500","4,520","4,580","4,520","117,752","117,752"
21/03/2023,"4,540",,77,"350,120","4,560","4,560","4,540","116,723","116,723"
20/03/2023,"4,580",,366,"1,657,620","4,540","4,640","4,520","117,752","117,752"
17/03/2023,"4,600",,833,"3,786,280","4,660","4,660","4,500","118,266","118,266"
16/03/2023,"4,660",,"1,455","6,566,280","4,660","4,660","4,500","119,809","119,809"
15/03/2023,"4,660",,53,"245,960","4,660","4,660","4,540","119,809","119,809"
14/03/2023,"4,660",,"1,533","7,144,980","4,660","4,680","4,600","119,809","119,809"
13/03/2023,"4,620",,184,"856,600","4,660","4,680","4,620","118,780","118,780"
10/03/2023,"4,660",,"1,976","9,170,080","4,700","4,700","4,600","119,809","119,809"
09/03/2023,"4,700",,117,"549,900","4,700","4,700","4,700","120,837","120,837"
07/03/2023,"4,700",,99,"465,460","4,720","4,720","4,700","120,837","120,837"
06/03/2023,"4,720",,94,"443,820","4,740","4,740","4,700","121,351","121,351"
03/03/2023,"4,700",,239,"1,125,720","4,720","4,720","4,700","120,837","120,837"
02/03/2023,"4,700",,156,"738,660","4,760","4,760","4,700","120,837","120,837"
01/03/2023,"4,700",,"1,772","8,293,020","4,760","4,760","4,660","120,837","120,837"
28/02/2023,"4,720",,327,"1,539,080","4,720","4,720","4,680","121,351","121,351"
27/02/2023,"4,720",,346,"1,632,740","4,740","4,740","4,700","121,351","121,351"
24/02/2023,"4,700",,"1,031","4,858,300","4,760","4,760","4,680","120,837","120,837"
23/02/2023,"4,720",,"1,236","5,821,040","4,760","4,760","4,700","121,351","121,351"
22/02/2023,"4,720",,"23,208","110,336,600","4,780","4,780","4,700","121,351","121,351"
